critic,fresh,imdb,publication,quote,review_date,rtid,title
Jonathan Rosenbaum,rotten,133093,Chicago Reader,"There's not much humor to keep it all life-size, and by the final stretch it's become bloated, mechanical, and tiresome.",5/06/2007,12897,The Matrix
Geoff Andrew,rotten,133093,Time Out,"Another slice of overlong, high concept hokum.",9/02/2006,12897,The Matrix
Ray Conlogue,fresh,133093,Globe and Mail,"For those who have been waiting for movies to catch up with the graphic possibilities of comic books, wait no longer: The Matrix is among us.",25/04/2003,12897,The Matrix
Peter Travers,rotten,133093,Rolling Stone,The Matrix soars with its feet in the air -- the rest crash-lands.,11/05/2001,12897,The Matrix
Kenneth Turan,fresh,133093,Los Angeles Times,"A wildly cinematic futuristic thriller that is determined to overpower the imagination, The Matrix combines traditional science-fiction premises with spanking new visual technology in a way that almost defies description.",14/02/2001,12897,The Matrix
Jay Carr,rotten,133093,Boston Globe,Silly and dense!,1/01/2000,12897,The Matrix
Kevin Maynard,fresh,133093,Mr. Showbiz,The Matrix is too much of an outer-limits head-trip to resist!,1/01/2000,12897,The Matrix
Roger Ebert,fresh,133093,Chicago Sun-Times,"The Matrix did not bore me. It interested me so much, indeed, that I wanted to be challenged even more.",1/01/2000,12897,The Matrix
Lisa Schwarzbaum,rotten,133093,Entertainment Weekly,"A blast of Holly-Kong glitz that never approaches the stylistic cohesiveness of, say, John Woo's Face/Off or the charisma of that film's propulsive star John Travolta.",1/01/2000,12897,The Matrix
David Edelstein,fresh,133093,Slate,"Keanu Reeves makes a lean, strikingly beautiful tabula rasa hero, twisting out of the way of bullets that elongate like silver beads of mercury, and he's partnered by the equally hard, blank, and androgynously gorgeous Carrie-Anne Moss.",1/01/2000,12897,The Matrix
Sean Means,fresh,133093,Film.com,The Matrix serves up so much visual wizardry and thought-provoking ideas that even the inevitable Silver touch -- a finale with more bullets than the opening of Saving Private Ryan -- can't destroy the magic.,1/01/2000,12897,The Matrix
Rod Dreher,fresh,133093,New York Post,A more technically dazzling synthesis of action choreography and cutting-edge computer graphics has not been seen since James Cameron's T2.,1/01/2000,12897,The Matrix
Susan Stark,fresh,133093,Detroit News,The Matrix is the coolest -- a journey into a genuinely original vision of our cyberfuture that will have you checking your own reality by the time it's over.,1/01/2000,12897,The Matrix
Gemma Files,fresh,133093,Film.com,"The Matrix is mainly also an exercise in outrageous style over substance featuring flowing trenchcoats, sunglasses at night, and LOTS of guns.",1/01/2000,12897,The Matrix
Janet Maslin,fresh,133093,New York Times,The most salient things any prospective viewer need know is that Keanu Reeves makes a strikingly chic Prada model of an action hero.,1/01/2000,12897,The Matrix
Kenneth Turan,fresh,120449,Los Angeles Times,"Frank, intimate, touching, with an emotional immediacy that is killing.",14/02/2001,15518,La vie rêvée des anges
Mick LaSalle,fresh,120449,San Francisco Chronicle,There's not a single encounter in The Dreamlife of Angels that isn't vivid and emotionally full.,1/01/2000,15518,La vie rêvée des anges
Stanley Kauffmann,fresh,120449,The New Republic,"Completely absorbing, almost rudely poignant.",1/01/2000,15518,La vie rêvée des anges
Janet Maslin,fresh,120449,New York Times,As raw and immediate as it is heartfelt.,1/01/2000,15518,La vie rêvée des anges
Amy Taubin,fresh,120449,Village Voice,It's so graceful and intelligent and complicated in its depiction of human interaction that it takes the notion of a remarkably assured directorial debut to a new level.,1/01/2000,15518,La vie rêvée des anges
Charles Taylor,fresh,120449,Salon.com,Heralds a humanist cinema that neither shortchanges our minds nor cheapens what's in our hearts.,1/01/2000,15518,La vie rêvée des anges
James Berardinelli,fresh,120449,ReelViews,We aren't just watching Isa and Marie endure the tiny triumphs and hardships of their lives; we're experiencing those ups and downs alongside them.,1/01/2000,15518,La vie rêvée des anges
Elizabeth Weitzman,fresh,120449,Film.com,[Bouchez and Regnier have] fleshed out portraits of a depth rarely seen on screen.,1/01/2000,15518,La vie rêvée des anges
Lisa Schwarzbaum,fresh,120449,Entertainment Weekly,"In an American indie, the two girls would be cute slackers; in Dreamlife, they're imbued with the inchoate sadness of feminine existential loneliness.",1/01/2000,15518,La vie rêvée des anges
Susan Stark,fresh,120449,Detroit News,Zonca shows an extraordinary ability to get into the female psyche.,1/01/2000,15518,La vie rêvée des anges
Roger Ebert,fresh,120449,Chicago Sun-Times,The movie understands what few American movies admit: Not everyone can afford the luxury of following their hearts.,1/01/2000,15518,La vie rêvée des anges
Dennis Harvey,rotten,154506,Variety,"Entertaining, but material doesn't develop the full, edgy potential that similar paranoid-triangle efforts realized.",26/03/2009,13887,Following
Mick LaSalle,fresh,154506,San Francisco Chronicle,Audiences will walk out of the theater shocked to find that only 70 minutes have gone by.,25/06/2001,13887,Following
Liam Lacey,fresh,139239,Globe and Mail,Tickled. That's the square old word that comes to mind in response to the self-consciously hip Go.,19/03/2002,13459,Go
Mick LaSalle,fresh,139239,San Francisco Chronicle,"Good writing, good direction, good acting. What a concept.",1/01/2000,13459,Go
Roger Ebert,fresh,139239,Chicago Sun-Times,"An entertaining, clever black comedy!",1/01/2000,13459,Go
J. Hoberman,fresh,139239,Village Voice,"A disaster film with an exceedingly witty premise. Instead of a terrorist, volcano, or extraterrestrial invasion, catastrophe is precipitated by the madcap behavior of rash and reckless American youth.",1/01/2000,13459,Go
Frank Scheck,fresh,139239,Hollywood Reporter,Supremely Entertaining!,1/01/2000,13459,Go
Rod Dreher,fresh,139239,New York Post,Flat-out the best thing I've seen all year!,1/01/2000,13459,Go
Janet Maslin,fresh,139239,New York Times,"Derivative as it is, Go has a powerful personality of its own.",1/01/2000,13459,Go
Todd McCarthy,fresh,139239,Variety,An overly calculated concoction that nonetheless delivers a pretty good rush!,1/01/2000,13459,Go
Rita Kempley,fresh,139239,Washington Post,"A furiously paced, perversely entertaining Pulp Fiction for puppies!",1/01/2000,13459,Go
Mark Caro,fresh,139239,Chicago Tribune,An invigorating piece of filmmaking!,1/01/2000,13459,Go
Kevin Maynard,fresh,139239,Mr. Showbiz,An adrenaline-fueled joyride!,1/01/2000,13459,Go
Robert Horton,rotten,139239,Film.com,"When the writing is good, Go is good, and when the writing is flat, things fall apart.",1/01/2000,13459,Go
James Berardinelli,rotten,139239,ReelViews,"Fast-paced and often witty, but ultimately vapid.",1/01/2000,13459,Go
Peter Rainer,rotten,139239,New York Magazine,"Finally, there's nothing much to this movie except a lot of funky attitude.",1/01/2000,13459,Go
Owen Gleiberman,fresh,139239,Entertainment Weekly,"More than anything, Liman does extraordinary work with his dazzling young cast, a parade of future stars if ever I've seen one.",1/01/2000,13459,Go
Lawrence Van Gelder,fresh,105399,New York Times,High-spirited entertainment!,1/01/2000,11575,Shuang long hui
Sean Means,rotten,105399,Film.com,"Having two directors, and a different choreographer for each fight sequence, gives the movie a split personality -- and neither personality is particularly enjoyable to meet.",1/01/2000,11575,Shuang long hui
Mick LaSalle,fresh,105399,San Francisco Chronicle,Amusing all the way and not something Chan fans should skip.,1/01/2000,11575,Shuang long hui
Mark Caro,rotten,105399,Chicago Tribune,"It's all pretty dumb, but if you're in the mood for this sort of thing, you won't have a bad time.",1/01/2000,11575,Shuang long hui
Jonathan Foreman,rotten,105399,New York Post,"The emphasis here is on farce rather than action, to an extent that may disappoint hard-core martial arts fanatics.",1/01/2000,11575,Shuang long hui
Jonathan Rosenbaum,fresh,126250,Chicago Reader,"Most of what transpires is low-key, affectionate comedy and a fair amount of fun.",21/07/2010,11983,Cookie's Fortune
Owen Gleiberman,fresh,126250,Entertainment Weekly,"Cookie's Fortune is a wittily diagrammed portrait of a small town shaken to its roots by this deceptive calamity. The movie, though, never really becomes more than a diagram.",7/07/2010,11983,Cookie's Fortune
Todd McCarthy,fresh,126250,Variety,"The deceptively modest Cookie's Fortune may or not be Robert Altman's best film in years, but it is certainly his most pleasurable.",1/01/2009,11983,Cookie's Fortune
Geoff Andrew,fresh,126250,Time Out,"What's so distinctively charming is the easygoing tone, which manages to turn black comedy into a strangely gentle, touching and delicate affair.",9/02/2006,11983,Cookie's Fortune
James Berardinelli,fresh,126250,ReelViews,"This movie delivers agreeable performances and a charming, amusing story that offers little in the way of substance.",1/01/2000,11983,Cookie's Fortune
Roger Ebert,fresh,126250,Chicago Sun-Times,"Cookie's Fortune is Robert Altman's sunniest film, a warm-hearted comedy that somehow manages to deal with death and murder charges without even containing a real villain.",1/01/2000,11983,Cookie's Fortune
J. Hoberman,rotten,126250,Village Voice,"One well-telegraphed disclosure is heartwarmingly self-congratulatory, the other genealogical bombshell totally inconsequential.",1/01/2000,11983,Cookie's Fortune
Peter Rainer,fresh,126250,New York Magazine,Altman's folkloric feints and throwaways are very easy on the eyes; he shows off his townspeople with such affection that after a while they begin to glow. The movie is a jaunty little jape.,1/01/2000,11983,Cookie's Fortune
Charles Taylor,fresh,126250,Salon.com,"Altman's digressive, shaggy-dog style turns out to be well-suited to Southern Gothic.",1/01/2000,11983,Cookie's Fortune
Edward Guthmann,fresh,126250,San Francisco Chronicle,"Robert Altman has delivered a lot of surprises in his long directing career, and his new comedy, Cookie's Fortune, is one of the most refreshing -- not because it's so good, but because it's so sweet and affectionate.",1/01/2000,11983,Cookie's Fortune
Janet Maslin,fresh,126250,New York Times,The sweet assurance and guerrilla wit of Robert Altman's vintage ensemble films makes a serenely captivating return.,1/01/2000,11983,Cookie's Fortune
Roger Ebert,fresh,133363,Chicago Sun-Times,"The movie is about love -- or, rather, about their grand ideas of romance. It is comforting to think that we can love so powerfully that fate itself wheels and turns at the command of our souls.",1/01/2000,277025506,Los amantes del Círculo Polar
Bob Fenster,fresh,119219,Arizona Republic,"If you like your murder tales full of plot twists and turns, and you don't get thrown off by the performances, then this one is as twisty as a snake.",1/01/2000,14671,Goodbye Lover
,rotten,119219,Mr. Showbiz,A high-quality bad movie!,1/01/2000,14671,Goodbye Lover
Stephen Holden,rotten,119219,New York Times,Once the thud of its wooden dialogue has settled into a deadly mechanical clomp -- about 10 minutes into the film -- you wonder why this risible movie didn't go straight to video.,1/01/2000,14671,Goodbye Lover
Desson Thomson,rotten,119219,Washington Post,"The movie becomes so convoluted in its wry-noir scheme and narrative twisteroos, it turns banal and wearisome.",1/01/2000,14671,Goodbye Lover
Lisa Schwarzbaum,rotten,119219,Entertainment Weekly,A neo-noir that puts the 'lack' in black comedy!,1/01/2000,14671,Goodbye Lover
Roger Ebert,rotten,119219,Chicago Sun-Times,"Goodbye Lover is not so much a story as some kind of a board game, with too many pieces and not enough rules.",1/01/2000,14671,Goodbye Lover
Mark Caro,rotten,119219,Chicago Tribune,"It carefully sets up a powder keg of conflicting relationships and affairs but instead of building the natural tension, it opts for a series of gotcha's.",1/01/2000,14671,Goodbye Lover
Emanuel Levy,fresh,243017,Variety,"This inventive animated film, which takes Linklater back to his roots in Austin and Slacker, represents a summation of all the philosophical concerns that have defined him as spokesperson for Gen-X.",31/10/2006,12877,Waking Life
,fresh,243017,Time Out,"The endless philosophising is a bit sophomoric and more jokes would help, but this is one of a kind that grows more absorbing the longer it runs.",26/01/2006,12877,Waking Life
Jeff Strickler,rotten,243017,Minneapolis Star Tribune,"For a movie heralded as the cutting edge of visual innovation, Waking Life is disappointingly dull in every other respect.",6/11/2002,12877,Waking Life
Peter Rainer,fresh,243017,New York Magazine,"If there was ever a film that made ontological exploration fun, this is it.",22/01/2002,12877,Waking Life
Stephanie Zacharek,fresh,243017,Salon.com,"Exhilarating, transporting, funny and haunting -- and at times maddeningly heady or narcotically logy -- Waking Life doesn't compare to any other movie experience I've ever had.",5/12/2001,12877,Waking Life
Rene Rodriguez,fresh,243017,Miami Herald,"An instant cult classic, one that's tailor-made for multiple viewings and bound to be popular among college students.",8/11/2001,12877,Waking Life
Steven Rosen,fresh,243017,Denver Post,"To paraphrase the enduring title of a new-wave album, it is pure pop for dream people.",2/11/2001,12877,Waking Life
Moira MacDonald,fresh,243017,Seattle Times,"It may not be for everyone -- the movie requires a high tolerance for statements such as 'there's only one instant, and it's now, and it's eternity' -- but it's like nothing else in theaters right now.",28/10/2001,12877,Waking Life
Mick LaSalle,rotten,243017,San Francisco Chronicle,"Adds up to little more than a series of disconnected impressions, but it holds interest despite an almost nonexistent narrative, and that's something.",28/10/2001,12877,Waking Life
Jay Carr,fresh,243017,Boston Globe,"Often surreal, Waking Life transcends boundaries of technology, imagination.",28/10/2001,12877,Waking Life
Desson Thomson,fresh,243017,Washington Post,"It's thoughtful, provocative, liberating and fun.",25/10/2001,12877,Waking Life
Stephen Hunter,rotten,243017,Washington Post,Minute 69 evolves several geological epochs later into Minute 70 -- and then there are 27 minutes left to go!,25/10/2001,12877,Waking Life
Eric Harrison,fresh,243017,Houston Chronicle,Linklater mixed his grad-student-on-speed discourses with a few genuinely engrossing yakkers.,25/10/2001,12877,Waking Life
Bruce Newman,fresh,243017,San Jose Mercury News,"Like My Dinner with Andre and other appallingly smart movies, this one reminded me that I need to read more books and watch less television.",25/10/2001,12877,Waking Life
Chris Vognar,fresh,243017,Dallas Morning News,"Anyone who finds value in wondering who we are or why we're here, what's real and what's not, should be overjoyed to find a theatrical release with the same sense of curiosity.",25/10/2001,12877,Waking Life
Steven Rea,fresh,243017,Philadelphia Inquirer,"A smart, sensuous and sensory mind trip that caroms around a universe of thought.",25/10/2001,12877,Waking Life
Lisa Alspector,fresh,136244,Chicago Reader,The fusion of dream sequences and evocative landscapes makes the characters' feverish sense of living at the edge of reality contagious.,27/04/2012,14266,Hideous Kinky
Lisa Schwarzbaum,fresh,136244,Entertainment Weekly,"Kate Winslet, luscious in a brilliantly colored caftan and flushed from the heat of an African sun, makes a beautiful hippie, circa 1972, in Hideous Kinky.",7/09/2011,14266,Hideous Kinky
Lisa Nesselson,fresh,136244,Variety,Kate Winslet continues an uninterrupted line of fine performances with the modest yet affecting Hideous Kinky.,26/03/2009,14266,Hideous Kinky
Geoff Andrew,fresh,136244,Time Out,"MacKinnon draws terrific performances from all involved (Winslet bravely refusing to court our sympathies), lets character, mood and meaning take precedence over story, and assembles a great music track as a bonus. Spot on.",9/02/2006,14266,Hideous Kinky
Peter Rainer,fresh,136244,New York Magazine,It augurs well for the long-term integrity of her career that Winslet in this movie doesn't try to ingratiate herself with the audience.,7/08/2004,14266,Hideous Kinky
James Berardinelli,fresh,136244,ReelViews,"While there are all the usual misadventures and colorful characters, the mother/daughter and sister/sister bonds form the gel that holds everything together and gives Hideous Kinky a unique identity.",1/01/2000,14266,Hideous Kinky
J. Hoberman,fresh,136244,Village Voice,"Thanks in part to Kate Winslet's adventurous performance, it's a more vivid and even affecting movie than it deserves to be.",1/01/2000,14266,Hideous Kinky
Charles Taylor,rotten,136244,Salon.com,"Winslet suffers from the movie's inability to give a fuller picture of Julia, and in some ways she just seems too grounded, too sensible to carry off the character's flightiness.",1/01/2000,14266,Hideous Kinky
Janet Maslin,fresh,136244,New York Times,"Ms. Winslet movingly captures Julia in all her obliviousness and optimism, then watches how she awakens in ways she least expected.",1/01/2000,14266,Hideous Kinky
Roger Ebert,fresh,136244,Chicago Sun-Times,"The movie's tension comes from our own uneasiness about the mother, who with the best intentions seems to be blundering into trouble.",1/01/2000,14266,Hideous Kinky
Ruthe Stein,rotten,136244,San Francisco Chronicle,Screenwriter Billy MacKinnon had to have struggled to write convincing dialogue about searching for spiritual enlightenment. Much of what comes out of Julia's mouth sounds like babble.,1/01/2000,14266,Hideous Kinky
Jonathan Rosenbaum,fresh,125659,Chicago Reader,"Even if the script (written by the director and Mateo Gil) and direction are patchy, the obsessive theme is gripping.",8/06/2007,13332,Abre los ojos
,fresh,125659,Time Out,"This is so smart, mischievous and stylish, you'll instantly want to see it again.",26/01/2006,13332,Abre los ojos
Jeff Millar,fresh,125659,Houston Chronicle,"If you're the type who doesn't mind jigsaw puzzles unassembling themselves as you assemble them, if you enjoy enigmas and don't need explanations, the film just might work for you.",21/07/2005,13332,Abre los ojos
Liam Lacey,rotten,125659,Globe and Mail,"For adventurous filmgoers, though, this Spanish import offers something off the beaten path and a chance to play the coffee-shop game: Could This Screenplay Be Saved?",19/03/2002,13332,Abre los ojos
Peter Stack,rotten,125659,San Francisco Chronicle,"The cumbersome, fantastical plot twists of its last 40 minutes render the whole thing unfathomable.",1/01/2000,13332,Abre los ojos
Gary Dauphin,fresh,125659,Village Voice,"Amenabar may drop the ball with a surprise happy ending, but the real shock is that when Cesar finally opens his eyes, you feel he's earned it.",1/01/2000,13332,Abre los ojos
James Berardinelli,fresh,125659,ReelViews,"While it will not get the kind of wide release necessary to make a big splash in this country, those who see it will not quickly forget the experience.",1/01/2000,13332,Abre los ojos
Lawrence Van Gelder,fresh,125659,New York Times,A film with enough intellectual meat on its stylish bones to give more adventurous moviegoers something to chew on afterward.,1/01/2000,13332,Abre los ojos
Rick Groen,rotten,120836,Globe and Mail,"A mundane sitcom with feature pretensions, the kind where the comic 'situation' is simply a coat-rack for hanging a rag-tag assortment of inflated sight gags and telegraphed punch lines.",4/04/2003,11821,Lost & Found
Jeff Strickler,rotten,120836,Minneapolis Star Tribune,"Spade serves as both star and co-writer of this lame, crass romantic comedy. Most of the jokes he's written fall flat, and his delivery isn't much better.",6/11/2002,11821,Lost & Found
Eric Harrison,rotten,120836,Los Angeles Times,"Nothing but a cynical, astonishingly inept attempt to copy Mary's formula.",14/02/2001,11821,Lost & Found
Philip Wuntch,rotten,120836,Dallas Morning News,It makes Ace Ventura: When Nature Calls seem like Shakespeare in Love.,1/01/2000,11821,Lost & Found
Kevin Maynard,rotten,120836,Mr. Showbiz,Spade's wise-ass persona grows tiresome fast.,1/01/2000,11821,Lost & Found
Bob Fenster,rotten,120836,Arizona Republic,There's not enough story to get you interested in Dylan's plight and not enough laughs to compensate for the lack of a story.,1/01/2000,11821,Lost & Found
Mark Caro,rotten,120836,Chicago Tribune,"Lost & Found is such a low-class, low-laughs rip-off that it makes ""Mary"" resemble a Noel Coward comedy of manners!",1/01/2000,11821,Lost & Found
Sean Means,rotten,120836,Film.com,Will soon be lost on the trash-heap of failed comedies.,1/01/2000,11821,Lost & Found
Carrie Rickey,rotten,120836,Philadelphia Inquirer,The picture shamelessly steals gags from the vastly superior There's Something About Mary.,1/01/2000,11821,Lost & Found
Susan Stark,rotten,120836,Detroit News,There's precious little to boogie about in Lost & Found!,1/01/2000,11821,Lost & Found
Roger Ebert,rotten,120836,Chicago Sun-Times,"A movie about characters of limited intelligence, who wander through the lonely wastes of ancient and boring formulas.",1/01/2000,11821,Lost & Found
John Monaghan,rotten,120836,Detroit Free Press,Maybe Adam Sandler isn't so bad after all.,1/01/2000,11821,Lost & Found
Mick LaSalle,rotten,120836,San Francisco Chronicle,"Why was the sight of scrawny Woody Allen kissing pretty Diane Keaton never revolting, while scrawny David Spade kissing beautiful Sophie Marceau in Lost & Found is the creepiest cinematic sight of the year?",1/01/2000,11821,Lost & Found
Nicole Arthur,rotten,120836,Washington Post,"If the standards for feature films starring former Saturday Night Live cast members weren't already so low, you could be forgiven for thinking Lost & Found was dragging them down.",1/01/2000,11821,Lost & Found
Owen Gleiberman,rotten,120836,Entertainment Weekly,It would be difficult to imagine material more wrong for Spade than Lost & Found.,1/01/2000,11821,Lost & Found
Gene Seymour,rotten,120836,Newsday,Can't decide whether it wants to charm or gross out its audience!,1/01/2000,11821,Lost & Found
James Berardinelli,rotten,120836,ReelViews,"Too many of the jokes are predictable, and, as a result, not especially funny.",1/01/2000,11821,Lost & Found
Stephen Holden,rotten,120836,New York Times,A rancid little nothing of a movie!,1/01/2000,11821,Lost & Found
Norman Green,rotten,120797,Film.com,"Pushing Tin loses track of itself, and the source of its dramatic, manic energy.",1/01/2000,13817,Pushing Tin
Janet Maslin,fresh,120797,New York Times,A four-character story with four characters worth watching!,1/01/2000,13817,Pushing Tin
Kevin Maynard,fresh,120797,Mr. Showbiz,"A refreshing, funny character-driven treat.",1/01/2000,13817,Pushing Tin
Todd McCarthy,fresh,120797,Variety,A lively flight!,1/01/2000,13817,Pushing Tin
Owen Gleiberman,rotten,120797,Entertainment Weekly,"Seems to devolve into a season's worth of hokey compacted episodes, with every 15 minutes showcasing a dramatic device more outlandishly cheesy than the last!",1/01/2000,13817,Pushing Tin
John Anderson,rotten,120797,Newsday,Predictable.,1/01/2000,13817,Pushing Tin
Michael Wilmington,fresh,120797,Chicago Tribune,"A slick, fast film!",1/01/2000,13817,Pushing Tin
Susan Stark,fresh,120797,Detroit News,"A textured, smashingly original dark comedy!",1/01/2000,13817,Pushing Tin
Roger Ebert,fresh,120797,Chicago Sun-Times,John Cusack and Billy Bob Thornton take hold of a scene and shake it awake and make it live.,1/01/2000,13817,Pushing Tin
Lisa Alspector,rotten,126886,Chicago Reader,"The treatment of this touchy material is impressive, neither gratuitous nor mincing, but this 1999 satirical comedy doesn't really go anywhere.",24/08/2010,16574,Election
J. R. Jones,fresh,126886,Chicago Reader,"An instant classic, Alexander Payne's 1999 high school comedy seems even more scathing now that we're losing control of our own election machinery.",24/08/2010,16574,Election
Ted Anthony,fresh,126886,Associated Press,"Election at first has the feel of a simple work. But don't let that fool you; it's a complex, deep tale.",24/08/2010,16574,Election
Jay Carr,fresh,126886,Boston Globe,"You've got to laugh at Witherspoon's tightly wound Little Miss Perfect, rising at dawn to do her hair and encase herself in a preppy look before baking cupcakes to pass out at school as vote-getters in her campaign for student council president.",25/08/2007,16574,Election
Derek Elley,fresh,126886,Variety,"A dark, insidiously funny satire on the self-involved ways otherwise rational people can allow narrow personal agendas to lead them astray to the point of self-destruction.",18/02/2006,16574,Election
,fresh,126886,Time Out,"This remarkable film may be set in high school, but its satiric take on moral corruption, political chicanery, adultery and seduction is anything but juvenile.",26/01/2006,16574,Election
Janet Maslin,fresh,126886,New York Times,"The screenplay, by Payne and Jim Taylor, delights!",1/01/2000,16574,Election
Peter Rainer,fresh,126886,New York Magazine,What is it about high-school overachievers that gets the goat of movie directors these days?,1/01/2000,16574,Election
Henry Cabot Beck,fresh,126886,Film.com,It showed promise and considerable competence.,1/01/2000,16574,Election
John Anderson,fresh,126886,Newsday,So blackly funny it hurts!,1/01/2000,16574,Election
Mick LaSalle,fresh,126886,San Francisco Chronicle,A black comedy that takes off in unexpected directions.,1/01/2000,16574,Election
Ernest Hardy,fresh,126886,Film.com,"One of the funniest, shrewdest, smartest movies in recent memory!",1/01/2000,16574,Election
Lisa Schwarzbaum,fresh,126886,Entertainment Weekly,Cool!,1/01/2000,16574,Election
Roger Ebert,fresh,126886,Chicago Sun-Times,Reese Witherspoon hits her full stride in Election!,1/01/2000,16574,Election
Kevin Maynard,fresh,126886,Mr. Showbiz,Election is a bracingly intelligent adult comedy that shrewdly captures adolescence.,1/01/2000,16574,Election
Mary Elizabeth Williams,fresh,126886,Salon.com,"A tart study in teacher-student relations, adolescent pecking orders and the nasty vicissitudes of living in a world of haves and have-nots.",1/01/2000,16574,Election
Paul Clinton (CNN.com),fresh,126886,CNN.com,Reese Witherspoon is proving to be one of the most versatile actresses of her generation.,1/01/2000,16574,Election
James Berardinelli,fresh,126886,ReelViews,A quartet of solid performances only adds to the movie's strength.,1/01/2000,16574,Election
Susan Stark,fresh,126886,Detroit News,"Fresh, fast, funny and full of insight!",1/01/2000,16574,Election
Andrew Sarris,rotten,120907,New York Observer,"I just don't happen to like puzzle films of any kind, but I must credit Mr. Cronenberg with more intellectual depth than most of his fellow pessimistic movie pranksters.",27/04/2007,13224,eXistenZ
Geoff Andrew,fresh,120907,Time Out,"Dark, delirious fun.",26/01/2006,13224,eXistenZ
Jeff Millar,rotten,120907,Houston Chronicle,It's good art direction in search of an idea.,21/07/2005,13224,eXistenZ
Kevin Thomas,fresh,120907,Los Angeles Times,"Jennifer Jason Leigh is an ideal Cronenberg heroine, projecting a personality that is smart, wary and capable of obsessiveness.",14/02/2001,13224,eXistenZ
Bob Graham,fresh,120907,San Francisco Chronicle,This darkly sexual sci-fi horror variant by Cronenberg makes The Matrix look like child's play.,1/01/2000,13224,eXistenZ
Janet Maslin,rotten,120907,New York Times,"[It's] meant to have a whiff of the philosophical, even if its intellectual ambition seems mostly limited to spelling affectations.",1/01/2000,13224,eXistenZ
Roger Ebert,fresh,120907,Chicago Sun-Times,"The Matrix is mainstream sci-fi, but eXistenZ, written by Cronenberg, is much stranger; it creates a world where organic and inorganic are not separate states, but kind of chummy.",1/01/2000,13224,eXistenZ
James Berardinelli,rotten,120907,ReelViews,"Because of the potential of the idea and Cronenberg's reputation as a film maker, it's a real disappointment to watch eXistenZ fall apart the way it does.",1/01/2000,13224,eXistenZ
Craig Seligman,fresh,120907,Salon.com,"It's a pleasure to find the brooding Cronenberg turning out a trifle, even if it's a dark trifle.",1/01/2000,13224,eXistenZ
Roger Moore,fresh,959337,Orlando Sentinel,"Mendes has made a troubling film that wrestles with big themes and touchy subjects, even if it is set in an overly familiar milieu.",23/08/2010,770674037,Revolutionary Road
Richard Roeper,fresh,959337,Richard Roeper.com,"Bolstered by Thomas Newman's score, spot-on set design and the brilliant source material, ""Revolutionary Road"" is a darkly effective portrait of an Eisenhower-era couple who fall tragically short of reaching Camelot.",8/02/2009,770674037,Revolutionary Road
Dave Calhoun,fresh,959337,Time Out,"This is a sobering, well-observed film that doesn't fully hit the mark but sets up enough pleasing ideas to chew on regarding ambition, marriage and ideals of how to live one's life, individually and as a couple.",30/01/2009,770674037,Revolutionary Road
Jonathan F. Richards,fresh,959337,Film.com,"If Revolutionary Road had been filmed back in 1961, when the novel came out, it would have been timely and powerful.",24/01/2009,770674037,Revolutionary Road
Tom Long,fresh,959337,Detroit News,"Bitter, nerve-wracking, ugly and relentless, Revolutionary Road is Big Drama done right, a mesmerizing look at desperate lives, wrong moves and spoiled dreams that hits hard right from the beginning and never lets up.",9/01/2009,770674037,Revolutionary Road
Amy Biancolli,fresh,959337,Houston Chronicle,"Viewers in the mood for rip-snorting marital combat should go ahead and partake, but they must prepare to leave the theatre in a state of profound depression.",9/01/2009,770674037,Revolutionary Road
Bill Goodykoontz,rotten,959337,Arizona Republic,"Unlike the novel, which you can set aside and take a break, with the film version of Revolutionary Road, you're in for the duration, and it's ultimately too much to take.",5/01/2009,770674037,Revolutionary Road
Ty Burr,rotten,959337,Boston Globe,Winslet gives a fearless performance here. It's not her fault her husband has shrouded it in Taste.,5/01/2009,770674037,Revolutionary Road
Roger Ebert,fresh,959337,Chicago Sun-Times,This film is so good it is devastating. A lot of people believe their parents didn't understand them. What if they didn't understand themselves?,5/01/2009,770674037,Revolutionary Road
Lisa Kennedy,rotten,959337,Denver Post,"Like its cinematic kin, Frost/Nixon and Doubt, this, too, is a delicately crafted, prestige project whose translation to screen doesn't deliver the original's amazements.",5/01/2009,770674037,Revolutionary Road
Liam Lacey,fresh,959337,Globe and Mail,Sam Mendes has worked in this territory before with his Oscar-winning American Beauty. Revolutionary Road is a better movie because it doesn't rely on such blatant caricatures.,5/01/2009,770674037,Revolutionary Road
Colin Covert,fresh,959337,Minneapolis Star Tribune,"Revolutionary Road is easily the best-acted film of 2008, and one of the most corrosive.",5/01/2009,770674037,Revolutionary Road
Carrie Rickey,fresh,959337,Philadelphia Inquirer,[A] devastating if flawed adaptation of the Richard Yates novel.,5/01/2009,770674037,Revolutionary Road
Mick LaSalle,fresh,959337,San Francisco Chronicle,Revolutionary Road gets my vote as the best American film of 2008.,5/01/2009,770674037,Revolutionary Road
Moira MacDonald,fresh,959337,Seattle Times,A heartbreakingly sad yet remarkable film from director Sam Mendes.,5/01/2009,770674037,Revolutionary Road
Peter Howell,rotten,959337,Toronto Star,"Somehow the film fails to inspire more than admiration, never reaching the same heights of empathy achieved by less impeccable treatments of the same topic.",5/01/2009,770674037,Revolutionary Road
Ann Hornaday,fresh,959337,Washington Post,"Sam Mendes's spiritually depleted film exerts an undeniable pull as its beautiful, doomed protagonists navigate the ennui of adult life. Revolutionary Road provides an apt bookend to a holiday season drenched in fatalistic gloom.",5/01/2009,770674037,Revolutionary Road
